ID,FISCAL_YEAR,Giving
808,2015,$1
808,2016,$270
809,2016,$1
810,2012,"$17,700"
810,2013,"$15,000"
810,2015,"$17,700"
811,2012,$501
812,2015,$100
813,2012,$10
813,2013,$1
814,2014,$1
814,2015,$1
814,2016,"$1,500"
815,2015,$500
815,2016,$101
816,2015,$1
816,2016,$18
819,2016,$32
820,2012,$1
821,2014,$25
821,2016,$100
822,2014,"$3,000"
822,2015,$500
822,2016,$1
824,2014,$20
824,2015,"$3,021"
824,2016,$18
825,2012,$600
825,2013,$51
825,2015,$100
826,2013,$18
826,2015,$50
827,2013,"$64,320"
827,2015,"$32,700"
828,2014,"$1,118"
828,2015,$50
829,2013,$120
829,2015,$180
830,2013,$25
830,2014,$25
831,2014,$250
831,2015,$251
831,2016,$300
832,2012,"$5,691"
832,2013,"$4,600"
832,2014,"$7,191"
832,2016,$1
833,2014,$150
833,2016,"$1,191"
834,2012,$180
835,2014,$135
835,2015,$175
835,2016,$195
836,2016,"$3,000"
837,2013,"$3,000"
837,2016,$70
838,2014,"$2,315"
839,2016,$1
840,2015,$435
842,2012,"$1,118"
842,2015,$150
842,2016,$1
843,2013,"$6,740"
844,2015,"$3,000"
844,2016,$2
845,2012,"$6,400"
845,2013,"$14,265"
845,2014,"$19,739"
845,2015,"$3,305"
845,2016,"$3,812"
846,2015,$250
847,2014,$150
847,2016,$100
849,2013,"$1,090"
849,2014,$151
849,2015,"$1,050"
849,2016,$1
850,2013,$26
850,2015,$101
850,2016,$50
851,2012,$45
851,2014,$480
851,2015,$97
852,2013,$50
852,2014,$115
852,2015,$26
852,2016,$1
853,2012,$350
853,2013,$26
853,2014,"$1,000"
855,2012,$245
855,2013,$25
855,2015,$112
855,2016,"$2,000"
856,2016,$150
857,2015,$25
858,2014,$100
858,2016,$100
859,2016,$50
860,2014,$50
860,2015,$76
860,2016,$50
863,2012,$25
863,2013,$55
863,2014,$26
864,2013,$25
864,2014,"$1,000"
865,2012,$1
867,2013,$65
867,2014,$20
868,2012,$1
869,2014,$130
870,2013,$91
870,2014,$25
870,2015,$50
871,2012,$15
871,2015,$50
872,2013,$150
873,2014,$1
874,2014,$20
875,2015,$150
876,2012,$50
876,2015,$25
877,2012,$55
877,2014,$155
877,2015,$100
878,2013,$20
880,2012,$300
880,2013,$76
880,2014,$380
881,2012,$51
881,2014,$25
882,2015,$26
883,2012,"$23,600"
883,2013,"$23,600"
883,2014,"$7,550"
883,2015,$130
883,2016,"$7,550"
884,2014,$400
884,2016,$400
885,2013,$595
886,2016,$510
887,2012,$275
888,2015,$255
888,2016,$100
889,2015,$30
890,2014,$255
890,2016,$150
892,2012,$60
892,2013,$25
892,2014,$655
893,2012,$100
894,2012,$520
894,2013,$20
894,2015,$250
894,2016,$1
895,2012,$250
895,2013,$75
895,2015,$400
896,2012,$340
896,2013,$400
897,2012,"$6,020"
897,2014,"$3,000"
897,2015,$20
897,2016,"$6,000"
899,2013,$100
899,2014,$5
900,2012,$100
900,2013,$381
901,2013,$2
901,2014,"$2,280"
903,2012,$120
903,2014,$47
905,2012,"$2,950"
905,2016,$350
906,2013,"$3,400"
906,2014,"$1,250"
906,2015,$520
906,2016,$256
910,2014,$75
912,2012,"$1,200"
912,2015,$596
912,2016,"$2,627"
913,2014,$50
913,2015,$30
914,2016,$600
915,2016,$25
916,2012,$75
916,2014,$400
916,2015,$120
917,2013,$350
917,2014,$75
918,2012,$570
918,2014,$200
918,2016,$25
919,2014,"$1,200"
920,2013,$250
920,2014,$100
921,2012,$50
921,2014,$50
923,2013,$25
924,2014,$30
925,2013,$600
925,2014,$100
925,2015,$25
926,2014,$1
927,2012,$625
927,2013,$650
927,2014,$50
927,2015,$2
927,2016,$250
928,2012,$25
928,2013,$350
928,2014,"$1,000"
928,2015,"$1,690"
928,2016,$100
929,2012,$100
931,2012,"$3,000"
931,2014,$350
933,2012,$500
933,2015,$50
934,2015,$350
935,2013,$1
936,2013,$250
936,2014,$150
936,2016,$55
937,2014,$25
938,2012,$400
938,2013,"$2,468"
938,2015,$30
938,2016,$50
939,2014,$50
940,2012,$50
940,2013,$25
941,2012,"$1,000"
941,2013,$115
942,2012,$30
942,2013,$25
942,2014,$111
942,2015,$200
942,2016,$600
943,2012,"$1,500"
943,2015,$10
943,2016,$41
944,2015,$22
944,2016,$225
945,2012,$100
945,2013,$100
945,2014,$51
945,2016,$550
947,2013,$76
948,2014,$605
948,2015,$275
949,2012,$110
949,2014,$25
949,2015,$401
952,2016,$1
953,2012,$350
953,2014,$150
953,2015,$40
954,2013,$30
954,2015,$1
955,2012,$625
956,2012,$100
956,2013,$295
956,2014,$250
956,2016,$45
957,2015,$41
958,2015,$25
961,2012,$50
961,2013,$225
962,2014,$822
963,2012,$1
963,2014,$100
963,2015,$100
963,2016,$600
964,2013,$25
964,2014,$100
965,2012,$143
965,2013,$101
965,2014,"$2,225"
967,2013,$100
967,2015,$25
968,2012,$21
968,2013,$75
968,2014,$350
969,2012,$10
970,2013,$50
970,2014,$100
971,2013,$500
971,2015,$250
971,2016,$25
973,2016,$10
974,2014,$50
975,2012,$125
976,2015,"$3,520"
977,2012,$350
977,2016,"$3,325"
978,2012,$125
978,2013,"$3,108"
978,2015,"$3,625"
978,2016,"$9,520"
979,2013,"$5,000"
979,2015,"$5,000"
979,2016,"$6,845"
981,2012,"$10,825"
981,2013,"$10,001"
981,2015,"$26,100"
982,2012,"$10,325"
983,2015,"$1,000"
984,2012,$2
984,2014,"$35,001"
986,2012,$5
986,2014,"$35,001"
986,2015,"$70,001"
987,2014,$125
987,2015,$500
988,2013,$500
988,2016,"$1,500"
989,2016,$510
991,2013,$1
992,2015,$126
994,2015,"$6,125"
995,2013,$1
996,2012,$25
996,2013,$40
996,2014,$51
996,2015,$75
997,2012,$50
997,2016,$22
999,2014,$350
999,2016,$137
1000,2013,$225
1000,2014,$575
1001,2014,$30
1002,2016,$100
1003,2012,$25
1003,2014,$100
1003,2015,$1
1003,2016,$10
1004,2012,$15
1004,2016,$1
1005,2015,$51
1005,2016,$200
1006,2012,$25
1006,2014,$26
1006,2015,$200
1007,2012,$40
1007,2014,$101
1008,2012,"$5,475"
1008,2016,$1
1009,2012,"$1,160"
1009,2013,$60
1009,2016,$51
1010,2012,$500
1010,2013,$75
1010,2015,$21
1011,2012,$150
1011,2016,$40
1012,2013,$97
1012,2016,$200
1013,2012,$60
1013,2013,$75
1013,2014,$366
1013,2015,$20
1014,2014,"$5,000"
1015,2013,$150
1015,2014,$20
1015,2015,$150
1016,2012,"$2,000"
1016,2013,$100
1016,2014,$200
1017,2012,$25
1017,2013,$51
1017,2016,$75
1018,2013,$1
1018,2014,$90
1018,2015,$525
1018,2016,$25
1019,2012,"$2,244"
1019,2013,$301
1019,2014,$151
1019,2015,"$1,002"
1020,2012,"$2,250"
1020,2013,$75
1020,2014,"$1,000"
1020,2015,$226
1022,2014,$300
1023,2014,$25
1024,2014,$50
1025,2012,$419
1025,2014,$800
1025,2016,$225
1026,2013,"$2,630"
1026,2015,$95
1028,2015,$1
1029,2012,$150
1029,2013,$200
1029,2014,$1
1029,2015,$545
1030,2013,$20
1030,2014,"$13,038"
1030,2015,"$5,124"
1030,2016,"$3,824"
1031,2013,"$5,104"
1031,2014,"$5,104"
1031,2015,"$5,214"
1031,2016,$20
1032,2014,$100
1032,2016,$1
1033,2012,"$4,250"
1033,2014,$250
1033,2016,$20
1034,2012,$350
1034,2013,"$1,500"
1034,2014,$250
1034,2015,"$3,295"
1036,2013,$1
1036,2014,$65
1036,2015,"$3,306"
1036,2016,$1
1037,2015,$250
1037,2016,$25
1038,2015,$525
1039,2014,"$1,500"
1040,2013,$30
1041,2012,$25
1041,2013,$1
1041,2014,$1
1042,2013,$25
1042,2014,"$3,325"
1042,2016,$250
1043,2012,"$2,450"
1044,2012,$20
1044,2015,$25
1044,2016,$312
1045,2012,"$11,135"
1045,2013,$25
1045,2014,$500
1045,2015,$2
1046,2014,$265
1047,2012,$25
1047,2014,$25
1047,2015,$227
1048,2014,$523
1048,2015,"$3,295"
1049,2014,$150
1049,2015,$100
1049,2016,$241
1050,2015,$51
1050,2016,$141
1051,2013,$10
1051,2015,$25
1052,2013,$85
1052,2014,$180
1052,2016,$100
1053,2013,"$1,180"
1053,2014,$5
1053,2015,$500
1053,2016,$159
1054,2016,$90
1055,2013,$1
1055,2014,$500
1055,2015,$50
1056,2012,$100
1057,2012,$75
1057,2013,$20
1057,2015,"$1,000"
1057,2016,$151
1058,2014,$600
1059,2013,$600
1059,2015,$50
1060,2013,"$1,410"
1060,2015,$101
1061,2012,$150
1061,2014,$105
1061,2016,$500
1062,2013,$25
1062,2014,"$1,100"
1063,2014,$290
1064,2012,$140
1064,2013,$1
1065,2012,$100
1065,2013,$40
1065,2015,$10
1066,2012,$75
1066,2015,$1
1066,2016,$1
1067,2013,$25
1067,2014,$50
1068,2012,"$1,000"
1068,2015,$600
1068,2016,$1
1069,2012,$100
1069,2013,$565
1069,2014,$150
1069,2016,$733
1071,2013,$250
1071,2015,"$1,000"
1072,2016,"$19,750"
1073,2012,"$8,000"
1073,2013,"$10,500"
1073,2015,"$5,500"
1074,2013,"$3,000"
1074,2014,$20
1075,2014,$150
1076,2012,$50
1078,2012,$1
1078,2016,$40
1079,2012,$500
1079,2013,$400
1080,2015,"$5,160"
1081,2012,$50
1081,2013,"$3,000"
1082,2012,"$1,001"
1082,2013,"$3,000"
1082,2014,"$2,000"
1082,2016,$630
1083,2013,$500
1083,2015,$630
1083,2016,$50
1084,2012,"$2,000"
1084,2014,"$6,100"
1085,2012,$100
1085,2013,$600
1086,2014,$200
1086,2015,$400
1088,2016,$220
1089,2015,$300
1089,2016,"$3,201"
1090,2016,$260
1092,2015,$500
1093,2012,$25
1093,2013,"$1,060"
1094,2012,$25
1095,2012,$190
1096,2012,$2
1096,2013,"$3,000"
1096,2014,$100
1097,2012,$500
1097,2013,$75
1098,2012,"$4,000"
1098,2016,$340
1099,2016,"$6,000"
1100,2012,"$1,000"
1100,2013,"$1,000"
1101,2012,$160
1101,2014,$100
1101,2015,$50
1102,2012,$50
1102,2015,$100
1104,2012,"$2,855"
1106,2012,"$2,050"
1106,2015,$30
1107,2013,$110
1107,2014,$1
1107,2016,"$6,376"
1108,2014,"$2,650"
1108,2015,"$3,600"
1108,2016,$100
1109,2013,$100
1109,2014,"$5,000"
1109,2016,$25
1111,2012,$400
1111,2013,$105
1111,2014,"$3,000"
1112,2016,$340
1113,2014,"$3,050"
1113,2016,$100
1114,2012,$50
1116,2012,"$3,200"
1116,2013,$440
1116,2014,$190
1116,2015,$80
1116,2016,$100
1118,2012,"$3,100"
1118,2014,$50
1119,2013,$100
1119,2015,"$3,051"
1120,2012,$500
1120,2013,$100
1121,2012,$75
1121,2015,$50
1122,2015,$75
1123,2012,$975
1123,2013,$170
1123,2015,"$6,030"
1123,2016,"$1,000"
1125,2012,$300
1125,2013,"$3,050"
1125,2014,$2
1125,2015,$1
1125,2016,"$3,200"
1126,2012,"$23,500"
1126,2014,"$44,500"
1126,2016,"$53,000"
1127,2012,$500
1127,2014,$700
1129,2013,"$3,500"
1129,2015,"$3,000"
1130,2014,"$6,000"
1130,2016,"$3,000"
1131,2012,"$3,000"
1131,2013,"$4,750"
1131,2014,"$3,000"
1131,2016,$500
1133,2012,$100
1133,2013,$100
1133,2014,$600
1133,2015,$25
1133,2016,"$3,000"
1134,2015,$375
1134,2016,$80
1135,2014,$700
1135,2015,$320
1135,2016,$751
1137,2015,$150
1139,2012,$80
1139,2015,$10
1140,2015,$50
1141,2012,$25
1141,2014,$1
1141,2015,$200
1142,2012,$601
1142,2013,$200
1142,2014,$300
1142,2015,$100
1142,2016,$125
1143,2015,$100
1144,2014,"$1,051"
1144,2016,$500
1146,2016,"$1,100"
1147,2014,$550
1147,2015,$100
1147,2016,"$3,100"
1148,2012,"$1,100"
1148,2013,$250
1148,2014,$100
1148,2016,"$5,401"
1149,2013,$54
1149,2014,$100
1149,2016,"$1,500"
1150,2016,$50
1152,2014,$320
1153,2014,$300
1153,2015,$485
1154,2012,$650
1155,2012,"$3,876"
1155,2013,$30
1155,2014,$10
1156,2016,$100
1157,2013,$250
1157,2016,$200
1158,2012,$600
1158,2013,$450
1159,2016,$20
1160,2015,$1
1161,2015,$40
1161,2016,$720
1162,2012,"$1,250"
1162,2014,$225
1162,2015,$375
1163,2012,$200
1164,2013,$960
1164,2016,$100
1165,2012,$20
1165,2013,$120
1165,2016,$332
1166,2012,$301
1166,2013,$200
1166,2014,$111
1166,2016,$575
1167,2012,$27
1167,2015,$100
1167,2016,$900
1169,2012,$200
1169,2014,$100
1169,2016,$320
1170,2012,$51
1170,2013,$45
1170,2016,"$4,585"
1171,2015,"$1,201"
1171,2016,$10
1173,2016,$150
1174,2012,$51
1174,2013,$250
1174,2015,$800
1174,2016,$35
1175,2013,$1
1175,2016,$15
1176,2013,$300
1176,2014,$121
1176,2016,$1
1177,2014,$26
1177,2016,$200
1178,2013,"$4,735"
1178,2014,"$4,250"
1178,2015,$100
1179,2012,$54
1179,2013,$90
1179,2014,$100
1179,2016,$130
1180,2013,$26
1180,2014,$25
1180,2015,$25
1181,2014,$450
1181,2015,$150
1182,2014,$1
1182,2015,$450
1183,2013,$80
1183,2014,$26
1184,2014,$15
1185,2015,"$3,750"
1187,2012,$290
1188,2012,$600
1189,2012,"$10,000"
1189,2013,"$10,000"
1189,2016,"$20,000"
1190,2012,"$1,100"
1190,2013,$400
1190,2014,$360
1190,2015,$400
1190,2016,$300
1192,2013,$25
1192,2015,$50
1193,2013,$500
1193,2015,$96
1194,2013,$100
1194,2015,$100
1195,2014,$300
1195,2015,$180
1196,2016,$250
1197,2013,"$14,050"
1197,2015,"$7,610"
1197,2016,"$3,400"
1198,2013,"$1,120"
1198,2014,$500
1198,2016,$605
1199,2012,$745
1199,2014,$300
1200,2013,$75
1200,2014,$250
1201,2012,$75
1201,2013,$150
1201,2014,$281
1201,2015,$399
1202,2015,$20
1203,2013,$25
1203,2015,$50
1204,2013,$505
1204,2014,$240
1204,2016,$151
1205,2014,$250
1205,2015,$50
1205,2016,$50
1206,2014,$500
1206,2016,$51
1208,2013,$25
1208,2014,$25
1208,2015,$705
1208,2016,$175
1209,2014,$430
1209,2015,$50
1209,2016,$176
1211,2012,$300
1211,2014,$175
1211,2015,$25
1213,2013,$1
1213,2016,$50
1214,2014,$35
1215,2012,$300
1215,2013,$1
1215,2016,$50
1216,2013,$20
1216,2014,$200
1216,2016,$300
1217,2012,$50
1217,2013,$250
1217,2015,$500
1217,2016,$450
1218,2015,$480
1219,2013,$100
1219,2014,"$2,500"
1220,2012,$180
1220,2015,$400
1221,2014,$300
1221,2016,$400
1222,2013,"$2,500"
1222,2014,"$5,000"
1222,2015,$300
1222,2016,$100
1223,2014,"$4,000"
1223,2015,$500
1224,2012,"$20,922"
1224,2013,"$20,922"
1224,2016,"$41,844"
1225,2012,"$2,500"
1226,2013,$250
1226,2015,"$1,000"
1227,2012,$375
1227,2013,$250
1227,2015,$300
1229,2013,$650
1229,2015,"$6,200"
1229,2016,"$3,150"
1230,2013,"$5,000"
1232,2012,$30
1232,2015,$200
1234,2014,$350
1234,2016,$30
1235,2012,$391
1236,2013,$20
1237,2016,$300
1238,2015,$415
1238,2016,$201
1239,2016,$391
1240,2012,$576
1240,2014,$350
1240,2015,"$1,066"
1241,2014,$350
1242,2015,$35
1243,2012,"$3,910"
1243,2013,"$6,000"
1243,2014,"$3,000"
1243,2015,"$10,000"
1244,2012,$910
1244,2014,"$20,335"
1244,2015,$455
1244,2016,"$43,300"
1245,2012,$175
1245,2013,$75
1245,2016,$75
1246,2014,$2
1246,2015,$400
1247,2013,$200
1247,2015,$175
1248,2012,$80
1249,2012,$490
1249,2013,$350
1249,2014,$676
1250,2013,$150
1250,2015,$105
1251,2012,$400
1251,2013,$150
1251,2016,$100
1252,2012,$75
1252,2016,$55
1253,2012,$220
1253,2014,$195
1253,2015,$200
1253,2016,$580
1254,2012,$250
1255,2014,$500
1255,2015,$300
1257,2012,$25
1258,2014,$20
1259,2013,$400
1259,2014,$100
1260,2012,$100
1260,2013,$200
1260,2014,$300
1260,2015,$200
1260,2016,$500
1262,2012,$580
1262,2013,$580
1262,2014,$100
1262,2015,$100
1263,2014,$100
1263,2015,$300
1263,2016,$200
1265,2013,$140
1265,2014,$500
1265,2015,$100
1266,2012,$35
1266,2015,$150
1266,2016,$300
1267,2012,"$1,075"
1267,2013,$200
1267,2015,$300
1267,2016,$350
1269,2015,$200
1269,2016,$400
1271,2014,$20
1272,2015,$200
1273,2013,$100
1273,2016,$200
1274,2012,$210
1274,2013,$215
1274,2014,$510
1275,2012,$100
1275,2013,"$1,100"
1275,2015,$55
1275,2016,$100
1276,2015,$250
1278,2012,$200
1278,2013,$100
1278,2015,$514
1278,2016,$180
1279,2016,$25
1281,2012,$600
1281,2016,$140
1282,2012,$165
1282,2014,$200
1282,2016,$400
1283,2012,$1
1283,2014,$50
1283,2015,$125
1283,2016,$100
1284,2012,$50
1284,2015,$200
1285,2014,$144
1285,2015,$1
1286,2014,$50
1286,2016,$350
1287,2015,$450
1288,2013,$350
1289,2013,$200
1289,2015,$200
1290,2013,$400
1290,2014,"$11,500"
1290,2016,"$11,500"
1291,2012,$75
1291,2013,$320
1292,2014,$250
1292,2016,$50
1293,2014,$100
1293,2016,$75
1295,2012,$230
1295,2014,$235
1295,2015,"$3,300"
1295,2016,$100
1297,2012,$120
1297,2013,$455
1297,2014,$135
1297,2015,$526
1298,2015,$520
1298,2016,$245
1299,2014,$455
1300,2012,$25
1300,2015,$455
1301,2014,$120
1303,2014,$150
1303,2015,$195
1304,2014,"$3,360"
1304,2015,$60
1304,2016,$531
1305,2015,$215
1306,2012,$845
1306,2013,$60
1306,2014,"$3,200"
1306,2016,$530
1307,2013,$120
1307,2014,$144
1307,2016,$430
1308,2012,$31
1308,2013,$750
1308,2016,$75
1309,2012,$200
1310,2012,$250
1310,2013,$50
1310,2014,"$3,000"
1310,2015,$100
1311,2013,$250
1311,2014,$190
1312,2012,$60
1312,2013,$60
1312,2014,$800
1312,2015,"$3,300"
1313,2013,$140
1313,2014,$131
1314,2012,$650
1314,2013,$670
1314,2014,"$6,030"
1316,2012,$225
1316,2013,"$3,000"
1318,2012,"$3,700"
1318,2013,$50
1318,2014,$550
1319,2012,"$3,000"
1319,2014,$250
1320,2012,$30
1320,2013,$90
1320,2014,$25
1321,2012,"$19,420"
1321,2014,"$7,200"
1321,2015,"$7,200"
1321,2016,"$12,400"
1322,2012,$100
1323,2012,$790
1323,2014,$325
1323,2015,"$3,351"
1323,2016,$245
1324,2013,$100
1324,2015,$106
1325,2013,$20
1325,2014,"$1,020"
1326,2013,$100
1326,2014,$40
1327,2012,$21
1327,2014,$823
1328,2012,$6
1328,2013,$100
1329,2012,$240
1329,2014,$55
1330,2013,$26
1330,2014,$275
1330,2016,"$1,001"
1331,2013,$815
1331,2016,$25
1332,2016,$220
1334,2013,$100
1334,2014,$100
1334,2016,$200
1335,2015,$350
1336,2013,$410
1336,2014,$100
1337,2012,$50
1337,2013,$300
1337,2015,$55
1337,2016,$525
1338,2014,$75
1338,2016,$100
1339,2012,$100
1339,2013,$65
1339,2014,$40
1339,2015,$75
1340,2014,$200
1342,2015,$105
1343,2012,$240
1343,2015,$10
1345,2015,$210
1346,2014,$300
1347,2013,$150
1347,2016,$10
1348,2014,$25
1348,2016,$500
1349,2012,$1
1349,2015,$15
1349,2016,$601
1350,2014,$21
1352,2012,$692
1352,2014,$220
1352,2015,"$1,020"
1353,2012,"$81,187"
1353,2013,"$113,292"
1353,2016,"$46,047"
1354,2012,$100
1354,2013,$100
1354,2015,$100
1354,2016,$210
1356,2015,$100
1357,2014,$25
1358,2013,"$12,550"
1358,2014,"$51,431"
1358,2016,$250
1359,2012,$26
1359,2013,$1
1359,2014,$260
1359,2015,$200
1359,2016,$15
1360,2012,$250
1360,2014,$1
1360,2015,$350
1360,2016,$25
1361,2013,$35
1361,2014,$162
1362,2013,$100
1362,2014,$160
1362,2016,$50
1363,2015,$25
1363,2016,$865
1364,2012,$300
1364,2013,$400
1364,2014,$800
1365,2012,$250
1365,2014,"$1,401"
1365,2015,$400
1365,2016,$200
1366,2013,$100
1366,2014,$600
1367,2014,$514
1367,2015,$680
1367,2016,"$2,000"
1368,2012,$400
1368,2013,$100
1368,2014,"$2,505"
1369,2014,$400
1371,2012,$35
1371,2013,$40
1372,2013,$118
1373,2013,$395
1374,2012,$100
1374,2014,$264
1375,2013,"$3,025"
1375,2015,"$1,200"
1375,2016,$680
1377,2012,$28
1377,2016,"$1,000"
1378,2012,$200
1378,2013,$100
1378,2015,"$4,100"
1378,2016,"$2,950"
1379,2014,"$7,580"
1379,2016,$290
1380,2012,$100
1380,2015,$50
1381,2013,$200
1382,2013,$600
1382,2015,"$1,100"
1383,2016,$250
1384,2012,$180
1384,2015,$128
1385,2012,"$1,000"
1385,2016,$50
1386,2012,$400
1386,2013,$100
1386,2015,$50
1386,2016,$151
1387,2012,$100
1388,2012,$195
1388,2013,$336
1388,2014,$100
1388,2015,$200
1388,2016,$100
1389,2012,$100
1389,2013,$50
1389,2014,$126
1389,2015,$115
1389,2016,$50
1390,2012,$260
1390,2013,$211
1390,2015,$78
1390,2016,$40
1391,2012,$340
1391,2013,"$2,250"
1391,2016,$35
1393,2012,$397
1393,2013,$200
1393,2014,"$2,500"
1393,2015,$50
1394,2012,"$1,000"
1394,2013,$720
1394,2016,$415
1395,2013,$25
1396,2016,$50
1398,2013,$50
1399,2013,"$2,000"
1399,2016,"$1,440"
1400,2014,$515
1400,2015,$100
1401,2012,"$55,564"
1401,2013,"$55,049"
1401,2015,$515
1403,2012,$150
1403,2015,$200
1404,2016,$50
1406,2016,$60
1407,2012,$200
1407,2015,$500
1407,2016,$110
1408,2012,$250
1408,2013,$50
1408,2014,$244
1408,2015,$175
1408,2016,$400
1409,2012,$50
1409,2014,$364
1410,2014,$110
1411,2012,$100
1411,2014,$150
1411,2016,$250
1412,2012,$350
1412,2015,$125
1412,2016,$280
1413,2014,"$23,450"
1414,2016,$30
1415,2016,$100
1418,2012,"$3,220"
1418,2013,"$3,000"
1419,2014,$424
1420,2012,"$3,350"
1420,2014,$100
1420,2016,$400
1421,2014,$350
1421,2015,$500
1422,2012,"$1,350"
1422,2013,$600
1422,2014,$100
1422,2015,$120
1422,2016,$96
1423,2012,$120
1424,2016,$200
1425,2012,$30
1425,2013,$500
1425,2014,$1
1426,2012,"$6,700"
1426,2013,"$10,200"
1426,2014,"$2,313"
1426,2015,"$2,286"
1427,2016,$750
1429,2012,$750
1429,2013,"$2,500"
1429,2014,"$3,270"
1429,2015,"$2,500"
1429,2016,$20
1431,2012,$1
1431,2014,$25
1432,2012,$475
1432,2016,$150
1433,2012,$50
1434,2012,$26
1434,2014,"$3,338"
1434,2016,$200
1435,2013,$25
1437,2015,$41
1438,2012,$101
1438,2013,"$1,050"
1438,2014,$250
1438,2015,$125
1438,2016,$35
1439,2012,$51
1439,2013,$316
1439,2015,$66
1439,2016,$180
1440,2012,$1
1441,2014,$1
1441,2016,$5
1443,2015,$250
1444,2012,$50
1444,2014,$40
1444,2016,$50
1445,2014,$50
1445,2016,"$2,501"
1446,2015,$100
1447,2013,$1
1448,2013,$100
1449,2012,$50
1449,2013,$250
1450,2012,$1
1450,2013,$40
1451,2015,$175
1451,2016,"$2,500"
1452,2015,$100
1452,2016,$230
1453,2012,$25
1453,2013,$226
1453,2014,$150
1453,2016,$1
1454,2014,$50
1454,2015,$250
1454,2016,$1
1455,2014,$250
1455,2015,$1
1455,2016,$350
1456,2012,$100
1456,2013,"$2,500"
1456,2014,$325
1457,2013,$25
1459,2015,$430
1459,2016,$25
1460,2012,"$1,225"
1460,2014,$200
1460,2015,$75
1460,2016,$75
1461,2015,$220
1462,2014,$250
1462,2016,$250
1463,2012,$150
1464,2012,$150
1464,2014,$50
1465,2015,$175
1465,2016,$100
1467,2012,$31
1467,2013,$1
1467,2014,$85
1467,2016,$1
1469,2016,"$2,465"
1470,2016,"$2,315"
1471,2014,$150
1471,2016,"$2,740"
1472,2012,$1
1472,2013,$40
1474,2014,$1
1475,2012,"$1,000"
1475,2013,$325
1475,2014,$40
1475,2015,$1
1476,2012,$200
1476,2013,$100
1476,2016,$82
1477,2012,$250
1477,2015,$150
1477,2016,$26
1478,2013,$170
1479,2012,$40
1480,2014,"$7,500"
1480,2015,"$40,550"
1480,2016,$4
1481,2015,"$40,000"
1481,2016,"$40,550"
1483,2012,"$17,365"
1483,2013,"$5,000"
1483,2014,"$20,065"
1483,2015,"$5,000"
1484,2012,"$44,365"
1484,2014,"$5,000"
1484,2015,$100
1485,2012,"$16,865"
1485,2013,$500
1485,2014,"$10,500"
1485,2015,$100
1486,2013,$1
1486,2014,$1
1486,2015,$1
1486,2016,$1
1487,2014,$3
1487,2015,$15
1488,2013,$52
1489,2012,"$25,000"
1489,2013,"$35,040"
1489,2014,"$35,000"
1489,2015,"$35,240"
1490,2013,"$25,220"
1490,2014,$20
1490,2015,"$25,020"
1492,2014,$125
1492,2015,$225
1494,2012,$25
1494,2013,$25
1494,2014,$1
1494,2015,"$3,125"
1494,2016,$25
1495,2012,"$3,126"
1495,2014,"$3,200"
1495,2015,$75
1496,2014,"$3,125"
1496,2015,$25
1496,2016,$250
1497,2014,$150
1497,2015,$50
1497,2016,$250
1498,2013,"$7,030"
1498,2014,"$28,030"
1499,2012,"$52,480"
1499,2013,"$9,450"
1499,2014,$250
1500,2012,"$3,000"
1500,2013,$1
1501,2012,"$1,165"
1501,2013,$80
1502,2015,$60
1502,2016,$600
1503,2013,$450
1503,2015,$100
1503,2016,$600
1504,2012,$400
1504,2013,$25
1504,2014,"$3,525"
1505,2014,$65
1505,2015,$60
1506,2013,$50
1506,2014,$2
1506,2015,$75
1506,2016,$110
1507,2013,$1
1508,2013,$50
1508,2015,$60
1508,2016,$140
1509,2012,$125
1509,2013,$370
1510,2012,$100
1510,2013,$300
1510,2014,$100
1510,2015,$5
1511,2016,$60
1512,2012,$180
1512,2016,$80
1513,2012,$25
1513,2013,$137
1513,2014,$25
1513,2015,$75
1513,2016,"$3,000"
1514,2013,$50
1514,2015,$136
1514,2016,$850
1515,2012,"$1,060"
1515,2013,$60
1516,2016,$60
1517,2013,$300
1517,2016,"$1,100"
1518,2013,$745
1518,2014,$240
1520,2012,$120
1520,2013,$496
1520,2014,$150
1520,2015,$120
1520,2016,"$4,730"
1521,2012,$40
1521,2013,$290
1521,2014,$5
1522,2013,$275
1522,2015,$100
1522,2016,$50
1523,2012,$60
1523,2013,$120
1523,2015,$20
1524,2012,$300
1524,2013,$25
1525,2012,$295
1525,2013,$276
1526,2012,$800
1526,2014,$650
1526,2015,$102
1528,2014,$20
1528,2015,$210
1529,2014,$150
1529,2015,$20
1530,2014,$400
1530,2015,$40
1532,2012,$100
1532,2013,$50
1532,2014,$205
1532,2015,$1
1532,2016,$1
1533,2013,$50
1534,2012,$75
1534,2013,$100
1535,2015,$700
1535,2016,$700
1536,2012,$170
1536,2013,$550
1536,2014,$3
1536,2015,$800
1537,2012,$100
1537,2015,$50
1537,2016,$25
1538,2013,$76
1538,2016,$51
1539,2013,$100
1539,2016,$25
1540,2012,$60
1540,2016,$295
1542,2015,$25
1543,2012,$105
1543,2013,"$2,405"
1543,2014,$100
1543,2016,$100
1544,2015,$25
1544,2016,"$1,005"
1545,2013,$60
1545,2014,$425
1545,2016,$25
1546,2013,$75
1547,2013,$50
1547,2014,$25
1548,2015,$125
1548,2016,$50
1549,2013,$435
1549,2014,$582
1549,2016,$60
1550,2012,$160
1550,2014,$120
1551,2012,$450
1551,2015,$500
